id,name,description,craft,location,aliases,visual_keywords,visual_description,recognition_hint
entity_JZ_TS_052,太白醉酒,太白，即李白，生于西域，性情旷达、嗜酒成癖，当酒醉时往往出口成诗，是唐代最著名的诗人，世称"诗仙"。杜甫在《饮中八仙歌》中对其赞到"李白斗酒诗百篇，长安市上酒家眠，天子呼来不上船，自称臣是酒中仙。",陶塑,后进东路南面,陶塑太白醉酒,陶塑|太白醉酒|醉酒|李白|八仙|太白,太白，即李白，生于西域，性情旷达、嗜酒成癖，当酒醉时往往出口成诗，是唐代最著名的诗人，世称"诗仙"。杜甫在《饮中八仙歌》中对其赞到"李白斗酒诗百篇，长安市上酒家眠，天子呼来不上船，自称臣是酒中仙。,重点识别醉酒、李白、八仙、太白等可见特征。
entity_JZ_TS_053,仁贵打虎救程咬金,传说唐朝东辽犯边时，唐太宗夜梦一贤臣，徐茂功解梦为山西绛州薛仁贵，于是派张士贵往绛州招兵买马。绛州龙门的薛仁贵，因家境贫寒，在汾河湾以箭射雁度日，练就了一身好武艺。张士贵是朝中奸臣，恐薛仁贵将来夺自己军权，故薛仁贵两次投军均被棍赶出。薛仁贵回家途中打虎救了鲁国公程咬金，得金牌令箭终投军成功。以后薛仁贵屡立战功，成为唐朝名将，被封为平辽王。,陶塑,后进东路南面,陶塑仁贵打虎救程咬金,陶塑|仁贵打虎救程咬金|程咬金,该陶塑建筑装饰以“仁贵打虎救程咬金”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别程咬金特征，并结合“仁贵打虎救程咬金”题材与陶塑表现形式判断。
entity_JZ_TS_054,金玉满堂、二甲传胪,金玉满堂：以金鱼为图案，取"金鱼"与"金玉"谐音，言财富极多。《老子》"金玉满堂，莫之能守。"亦用以称才学过人。二甲传胪：图案由两只螃蟹与芦苇组成，"蟹"有甲声，寓意为"甲"；两只蟹含意为二甲，芦苇的"芦"与"胪"谐音。明代称殿试第二、三甲的第一名为传胪，至清则专称二甲第一名为传胪。二甲传胪即金榜题名。,陶塑,后进东路南面,陶塑金玉满堂、二甲传胪|金玉满堂二甲传胪,陶塑|金玉满堂|二甲传胪|金鱼|动物,金玉满堂：以金鱼为图案，取"金鱼"与"金玉"谐音，言财富极多。二甲传胪：图案由两只螃蟹与芦苇组成，"蟹"有甲声，寓意为"甲"；,重点识别金鱼、动物等可见特征。
entity_JZ_TS_055,千里送京娘,赵匡胤年轻时从强盗手中救出少女赵京娘，结成兄妹并护送她回家。途中，京娘见赵光明磊落、气宇不凡，顿生爱慕之心，多次用言语试探，欲以身相许，但赵以救人于危难之中，不应图报，婉言拒绝。赵匡胤送京娘至娘家村头，二人互道珍重，依依惜别。,陶塑,后进东路北面,陶塑千里送京娘,陶塑|千里送京娘,该陶塑建筑装饰以“千里送京娘”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“千里送京娘”题材与陶塑表现形式进行识别。
entity_JZ_TS_056,戏赌华山一局棋（赵匡胤输华山）,传说赵匡胤未得志时，好弈一艺高，非常自负。后随军陕西，闻华山有道人陈抟老祖，弈艺超群，特登山向其挑战，以一局决定胜负，戏言用整座华山为赌注。双方对弈激烈，战至残局，赵原可获胜，但因操之过急，误走败着，被陈抟老祖反败为胜。赵匡胤登基后，实践诺言，将整座华山拨归陈抟老祖所有，永免纳粮税。图中塑造了赵匡胤与陈抟老祖对弈的情景。,陶塑,后进东路北面,赵匡胤输华山|戏赌华山一局棋|陶塑戏赌华山一局棋,陶塑|赵匡胤输华山|戏赌华山一局棋|赵匡胤|人物,图中塑造了赵匡胤与陈抟老祖对弈的情景。,重点识别赵匡胤特征，并结合“戏赌华山一局棋（赵匡胤输华山）”题材与陶塑表现形式判断。
entity_JZ_TS_057,李元霸伏龙驹,传说隋末李渊的五子李元霸是上郡郡丞下凡，天生神力，且生异相，不为李渊重视。在李渊被宇文化及诬陷，李元霸劫法场救父。隋帝怕事情闹大，只得无罪释放李渊父子。李元霸不服宇文成都的"天下第一勇士"称号，在殿上与之比试，凭神力获胜，定下十日后再比试各路功夫。然而李元霸虽精通十八般武艺，却不懂骑马之术，刚巧五义庙有龙驹一匹，无人能伏，李元霸以自己神力把马降服收为己用。十日后，李元霸骑着无鞍马，双手拿着不称手的锤，在毫无盔甲保护的情况下，与宇文成都在演武场上比武，越战越勇，宇文化及见宇文成都力有不支，为免儿子吃亏，忙叫隋帝判他们打平。隋帝赐李元霸紫金锤一对，金盔甲一套，纯金马鞍一幅，封为神勇大将军。,陶塑,后进西路南面,陶塑李元霸伏龙驹,陶塑|李元霸伏龙驹|李元霸|将军|比武|锤|人物|动物,十日后，李元霸骑着无鞍马，双手拿着不称手的锤，在毫无盔甲保护的情况下，与宇文成都在演武场上比武，越战越勇，宇文化及见宇文成都力有不支，为免儿子吃亏，忙叫隋帝判他们打平。隋帝赐李元霸紫金锤一对，金盔甲一套，纯金马鞍一幅，封为神勇大将军。,重点识别李元霸、将军、比武、锤、动物等可见特征。
entity_JZ_TT_001,铜铺首,陈氏书院大门上口衔门环、固定镶嵌在门上的底座叫做铺首，因取材于铜，故称"铜铺首"。它直径达60厘米，形象逼真，刻画细致，与大门庄严肃穆的风格相互映称。,铜铁铸,首进正门（陈氏书院大门上）,铜铁铸铜铺首,铜铁铸|铜铺首|铺首|动物,它直径达60厘米，形象逼真，刻画细致，与大门庄严肃穆的风格相互映称。,重点识别铺首、动物等可见特征。
entity_JZ_TT_002,錾花铜门臼,门臼，也叫门斗，是固定下槛、承托门轴的构件，通常为石质。陈氏书院的石门臼上加镶有铜铸门臼，为四层莲瓣状。表层阴刻有鱼子纹地及几朵牡丹图案，次层边饰錾有连珠纹和云纹，其余两层有边素身无纹。铜门臼造型简约大气，刻画的图案纹样精致，刀法简练。,铜铁铸,首进正门（石门臼上）,铜铁铸錾花铜门臼,铜铁铸|錾花铜门臼|连珠纹|鱼子纹|阴刻|錾花|门臼|牡丹|云纹|刀|植物纹样,表层阴刻有鱼子纹地及几朵牡丹图案，次层边饰錾有连珠纹和云纹，其余两层有边素身无纹。铜门臼造型简约大气，刻画的图案纹样精致，刀法简练。,重点识别连珠纹、鱼子纹、阴刻、錾花、门臼等可见特征。
entity_JZ_TT_003,麒麟玉书凤凰图,麒麟是传说中的一种珍贵、吉祥的动物，它和凤凰都是人们心目中的祥瑞之兽。画面以麒麟吐玉书与凤凰组合构图。,铜铁铸,月台正面,麒麟玉书凤凰|铜铁铸麒麟玉书凤凰图,铜铁铸|麒麟玉书凤凰图|麒麟|凤凰|玉书|人物|动物,画面以麒麟吐玉书与凤凰组合构图。,重点识别麒麟、凤凰、玉书、动物等可见特征。
entity_JZ_TT_004,三阳开泰,"""三阳开泰""是新年的时候人们表示祝贺或祈福的吉祥语。铁铸画面中三只可爱的羔羊在初春的绿地里玩耍。",铜铁铸,月台东西两侧,铜铁铸三阳开泰,铜铁铸|三阳开泰|铁铸|羔羊|人物|动物,铁铸画面中三只可爱的羔羊在初春的绿地里玩耍。,重点识别羔羊、动物等可见特征。
entity_JZ_TT_005,金玉满堂,画面由多条肥美的金鱼组成。,铜铁铸,月台东西两侧,铜铁铸金玉满堂,铜铁铸|金玉满堂|金鱼|人物|动物,画面由多条肥美的金鱼组成。,重点识别金鱼、动物等可见特征。
entity_JZ_TT_006,龙戏珠,画面以"龙戏珠"图案为主题。,铜铁铸,月台东西两侧,铜铁铸龙戏珠,铜铁铸|龙戏珠|人物,画面以"龙戏珠"图案为主题。,重点结合“龙戏珠”题材与铜铁铸表现形式进行识别。
entity_JZ_TT_007,鳌鱼,鳌鱼是中国民间崇奉的吉祥物，龙头鱼身，好风雨，背负仙山在海中。从图腾文化的角度解释，鳌鱼可以说是龙的衍化物。鳌鱼的形象经常被运用于吉祥图案中，即"独占鳌头"。,铜铁铸,月台东西两侧,铜铁铸鳌鱼,铜铁铸|鳌鱼|龙头|动物,鳌鱼是中国民间崇奉的吉祥物，龙头鱼身，好风雨，背负仙山在海中。鳌鱼的形象经常被运用于吉祥图案中，即"独占鳌头"。,重点识别龙头、动物等可见特征。
entity_JZ_TT_008,岁岁有余,画面由禾穗和两条肥美的鱼组成。,铜铁铸,月台东西两侧,铜铁铸岁岁有余,铜铁铸|岁岁有余|人物,画面由禾穗和两条肥美的鱼组成。,重点结合“岁岁有余”题材与铜铁铸表现形式进行识别。
entity_JZ_TT_009,凤鹿图,画面以凤凰与鹿组合构图。,铜铁铸,月台东西两侧,凤鹿|铜铁铸凤鹿图,铜铁铸|凤鹿图|凤凰|人物|动物,画面以凤凰与鹿组合构图。,重点识别凤凰、动物等可见特征。
entity_JZ_TT_010,英雄图,图中为一只鹰和一只雄狮（由艺人塑造的雄狮形象）相互打斗的情景。,铜铁铸,月台东西两侧,英雄|铜铁铸英雄图,铜铁铸|英雄图|雄狮|人物|动物,图中为一只鹰和一只雄狮（由艺人塑造的雄狮形象）相互打斗的情景。,重点识别雄狮、动物等可见特征。
entity_JZ_ZD_001,刘庆伏"狼驹",取材于戏曲故事。描写北宋年间，西夏国送给宋王朝一匹称为"狼驹"的烈马，声称如不能降伏这匹烈马，西夏国就兴兵攻打中原。结果狼驹被宋元帅狄青麾下勇将刘庆制服，西夏国只好臣服于宋朝，不敢轻举妄动。全图雕有四十多个人物，中央站立的是兴高采烈的刘庆，旁边为西夏官员垂头丧气地看着被降服的"狼驹"。,砖雕,首进东路外墙,刘庆伏狼驹|砖雕刘庆伏狼驹,砖雕|刘庆伏狼驹|人物|站立|刘庆,全图雕有四十多个人物，中央站立的是兴高采烈的刘庆，旁边为西夏官员垂头丧气地看着被降服的"狼驹"。,重点识别站立、刘庆等可见特征。
entity_JZ_ZD_002,五伦全图,图案上有凤凰、仙鹤、鸳鸯、鹡鸰、莺五种禽鸟，并题有"风来花自舞，春入鸟能言"。五伦即五常，指封建时代社会的五种伦常格局，即"君臣有义、父子有情、夫妇有别、长幼有序、朋友有信"。此图中凤凰喻君臣之道；仙鹤喻父子之道；鸳鸯喻夫妻之道；鹡鸰喻长幼之道；莺喻朋友之道。,砖雕,首进东路外墙,五伦全|砖雕五伦全图,砖雕|五伦全图|凤凰|仙鹤|鸳鸯|鹡鸰|人物|动物,图案上有凤凰、仙鹤、鸳鸯、鹡鸰、莺五种禽鸟，并题有"风来花自舞，春入鸟能言"。此图中凤凰喻君臣之道；,重点识别凤凰、仙鹤、鸳鸯、鹡鸰、动物等可见特征。
entity_JZ_ZD_003,百鸟图,画面雕刻的是群鸟栖息在松树、竹林中，悠闲自在。,砖雕,首进东路外墙,百鸟|砖雕百鸟图,砖雕|百鸟图|群鸟|松树|竹林|百鸟|人物|动物|植物纹样,画面雕刻的是群鸟栖息在松树、竹林中，悠闲自在。,重点识别群鸟、松树、竹林、百鸟、动物等可见特征。
entity_JZ_ZD_004,梁山聚义,取材自《水浒传》。聚义厅是当年梁山好汉商议军情、调兵遣将、排定座次的地方。画面雕刻的是梁山义士晁盖、宋江、吴用、林冲等众多英雄好汉汇集在聚义厅的宏大场面。以戏剧中的舞台为背景，中间是高大雄伟的聚义厅，两侧的木柱上有一副对联："万古英雄罗宇宙；十秋义气贯乾坤"，后面还有楼阁。晁盖站立在聚义厅的正中，手持羽毛扇的吴用站在晁天王的下方，再下为林冲等人。,砖雕,首进西路外墙,砖雕梁山聚义,砖雕|梁山聚义|站立|聚义|宋江|吴用|林冲|晁盖|人物,画面雕刻的是梁山义士晁盖、宋江、吴用、林冲等众多英雄好汉汇集在聚义厅的宏大场面。晁盖站立在聚义厅的正中，手持羽毛扇的吴用站在晁天王的下方，再下为林冲等人。,重点识别站立、聚义、宋江、吴用、林冲等可见特征。
entity_JZ_ZD_005,梧桐柳杏凤凰群图,梧桐属落叶大乔木，是树中良木，在古诗中有象征高洁美好品格之意，传说栽种梧桐树能引来凤凰。在中国古老的神话传说中，凤凰为神鸟，能引来凤凰的梧桐自然是神异的植物。古时从宫廷到将相府邸，皆将梧桐视为灵性之物。,砖雕,首进西路外墙,梧桐柳杏凤凰群|砖雕梧桐柳杏凤凰群图,砖雕|梧桐柳杏凤凰群图|凤凰|梧桐|动物|植物纹样,该砖雕建筑装饰以“梧桐柳杏凤凰群图”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别凤凰、梧桐、动物、植物纹样等可见特征。
entity_JZ_ZD_006,松鹊图,以松树和喜鹊为题材的图案。（注：OCR文本描述部分与上页梧桐内容重复，系识别错误，据作品名称推断为松树与喜鹊组合图案。）,砖雕,首进西路外墙,松鹊|砖雕松鹊图,砖雕|松鹊图|喜鹊|松树|梧桐|植物纹样,以松树和喜鹊为题材的图案。（注：OCR文本描述部分与上页梧桐内容重复，系识别错误，据作品名称推断为松树与喜鹊组合图案。,重点识别喜鹊、松树、梧桐、植物纹样等可见特征。
entity_JZ_ZD_007,陈献章诗（青山依旧锁溪台）,砖雕书法作品，刻有陈献章书写的诗句"青山依旧锁溪台，前度游人去不回。赖是山人无诉牒，有人真本买山来。"陈献章（1428年—1500年），字公甫，世称"白沙先生"，广东新会人，明代著名的思想家、书法家，著作后汇为《白沙子全集》。陈白沙的学术成就主要是理学，创立了岭南第一个颇具影响的学术流派——江门学派。他是岭南唯一获准从祀孔庙的学者，有"岭南第一人"、"广东第一大儒"之誉。陈献章以新会圭峰山长成的硬朗茅草为材料制成茅龙笔，以此书写，其字体苍劲有力，别具风格。,砖雕,首进东路外墙,青山依旧锁溪台|陈献章诗|砖雕陈献章诗,砖雕|青山依旧锁溪台|陈献章诗|书写,砖雕书法作品，刻有陈献章书写的诗句"青山依旧锁溪台，前度游人去不回。,重点识别书写特征，并结合“陈献章诗（青山依旧锁溪台）”题材与砖雕表现形式判断。
entity_JZ_ZD_008,陈献章《赠袁晖用林时嘉韵》,砖雕书法作品，刻有陈献章七绝诗"江门若比瞿塘水，蜀何处游人肯上来"等句。以平淡清新的笔调描写乡间生活的场景。乡野远离尘嚣，宁静而清新，作者与山川草木亲和贴近，静心安坐，陶冶情操，以其心性去感悟宇宙、感悟人生、感悟自我，从而达到至情至圣的境界。,砖雕,首进东路外墙,陈献章赠袁晖用林时嘉韵|砖雕陈献章赠袁晖用林时嘉韵,砖雕|陈献章赠袁晖用林时嘉韵,该砖雕建筑装饰以“陈献章赠袁晖用林时嘉韵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“陈献章赠袁晖用林时嘉韵”题材与砖雕表现形式进行识别。
entity_JZ_ZD_009,程颢《春日偶成》,砖雕书法作品，刻有程颢《春日偶成》诗句"……云淡风轻近午天，傍花随柳过前川。时人不识余心乐，将谓偷闲学少年。"这是一首即景诗，描写春天郊游的心情以及春天的景象，作者用朴素的手法把柔和明丽的春光同作者自得其乐的心情融为一体。风格平易自然，语言浅近通俗。程颢（1032年—1085年），字伯淳，号明道，宋代大儒、理学家、教育家，与其弟程颐同为宋代理学的主要奠基者，世称"二程"。二程创建的"天理"学说在中国古代思想史上具有重要地位。,砖雕,首进东路外墙,程颢春日偶成|砖雕程颢春日偶成,砖雕|程颢春日偶成,该砖雕建筑装饰以“程颢春日偶成”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“程颢春日偶成”题材与砖雕表现形式进行识别。
entity_JZ_ZD_010,杜牧《寄扬州韩绰判官》,砖雕书法作品，刻有杜牧《寄扬州韩绰判官》诗"青山隐隐水迢迢，秋尽江南草未凋。二十四桥明月夜，玉人何处教吹箫。"（款识：江玉舟书）。杜牧（803年—约852年），字牧之，号樊川居士，京兆万年（今陕西西安）人。杜牧的诗、赋、古文都负盛名，尤以诗的成就最大，与李商隐并称"小李杜"。其诗学杜甫而有独创，风格俊爽清丽，尤其长于七律七绝，人号"小杜"。擅长文赋，其《阿房宫赋》为后世传诵。著有《樊川文集》二十卷传世。,砖雕,首进东路外墙,杜牧寄扬州韩绰判官|砖雕杜牧寄扬州韩绰判官,砖雕|杜牧寄扬州韩绰判官,该砖雕建筑装饰以“杜牧寄扬州韩绰判官”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“杜牧寄扬州韩绰判官”题材与砖雕表现形式进行识别。
entity_JZ_ZD_011,范仲淹《岳阳楼记》名句,砖雕书法作品，刻有范仲淹《岳阳楼记》名句。上图左（款识：黄南山作）："至若春和景明，波澜不惊，上下天光，一碧万顷；沙鸥翔集，锦鳞游泳。"上图右（款识：癸巳新秋上浣黄南山并书）："而或长烟一空，皓月千里，浮光跃金，静影沉璧，渔歌互答，此乐何极。"范仲淹（989年—1052年），字希文，谥文正，江苏吴县（今江苏苏州）人。北宋名臣，著名的思想家、政治家、军事家和文学家，庆历新政的主持者。,砖雕,首进西路外墙,范仲淹岳阳楼记名句|砖雕范仲淹岳阳楼记名句,砖雕|范仲淹岳阳楼记名句,该砖雕建筑装饰以“范仲淹岳阳楼记名句”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“范仲淹岳阳楼记名句”题材与砖雕表现形式进行识别。
entity_JZ_ZD_012,王文治七言绝句,砖雕书法作品，刻有王文治七言绝句"过宋山解缘迟，将行还问后来期。钟声明发龙山下，犹认枫桥夜泊时。"（款识：梦楼王文治）。王文治（1730年—1802年），字禹卿，号梦楼，江苏丹徒（今江苏省镇江市）人，乾隆二十五年（1760年）探花，清代文学家、书法家，官翰林院编修、侍读。工诗书，得董其昌神髓，与翁方纲、刘墉、梁同书齐名。平日喜用淡墨，笔势空灵轻捷，以表现潇疏秀逸之神韵，时称"淡墨探花"、"淡墨翰林"。善画墨梅，韵致卓绝，诗宗唐、宋，自成一家，并精音律之学。著有《梦楼诗集》、《论书绝句三十首》等。,砖雕,首进西路外墙,砖雕王文治七言绝句,砖雕|王文治七言绝句,该砖雕建筑装饰以“王文治七言绝句”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“王文治七言绝句”题材与砖雕表现形式进行识别。
entity_JZ_ZD_013,蔡襄《梦游洛中十首》之一,砖雕书法作品，刻有蔡襄《梦游洛中十首》之一诗句"天际乌云含雨重，楼前红日照山明。尘阳居士今何在，青眼看人万里情。"蔡襄（1012年—1067年），字君谟，北宋书法家，兴化仙游（今属福建）人。北宋仁宗天圣八年（1030年）进士，官至端明殿学士，卒赠礼部侍郎，谥号忠惠。工正、行、草书，正楷端重沉着，行书温淳婉媚，草书参用飞白法，与苏轼、黄庭坚、米芾并称"宋四大家"。为人忠厚正直，学识渊博，其字"端劲高古，容德兼备"。传世墨迹有《蔡襄自书诗帖》等，碑刻有《万安桥记》等。,砖雕,首进西路外墙,蔡襄梦游洛中十首之一|砖雕蔡襄梦游洛中十首之一,砖雕|蔡襄梦游洛中十首之一,该砖雕建筑装饰以“蔡襄梦游洛中十首之一”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“蔡襄梦游洛中十首之一”题材与砖雕表现形式进行识别。
entity_JZ_ZD_014,和合二仙,和合二仙是民间传说中的神，主婚姻和合，也称为和合二圣。在我国传统的婚礼喜庆仪式上，常常挂有和合二仙的画轴。他们一个手持荷花，另一个手捧圆盒，笑容满面，十分惹人喜爱。"荷"、"盒"与"和"、"合"同音，人们借此来祝贺新婚夫妇白头偕老，永结同心。,砖雕,门廊,砖雕和合二仙,砖雕|和合二仙|荷花|植物纹样,他们一个手持荷花，另一个手捧圆盒，笑容满面，十分惹人喜爱。,重点识别荷花、植物纹样等可见特征。
entity_JZ_ZD_015,瓜瓞绵绵,图案是一根盘缠曲折、绵延不断的藤上长着大大小小的瓜。瓜瓞绵绵原是形容宗族自祖先创业后，像瓜瓞一样相继繁衍发展。后人用以作为祝颂子孙昌盛的吉祥语，民间亦有借此表示丰收在即的美好愿望。,砖雕,门廊,砖雕瓜瓞绵绵,砖雕|瓜瓞绵绵,图案是一根盘缠曲折、绵延不断的藤上长着大大小小的瓜。,重点结合“瓜瓞绵绵”题材与砖雕表现形式进行识别。
entity_JZ_ZD_016,狮子戏球,狮是百兽之王，出自西域，但狮文化在我国有着悠久的历史。相传雌雄二狮相戏，其绒毛结合成球，小狮子由球而生。狮子戏球在民间游艺活动中十分广泛，用来增添节日的喜庆氛围。在表演上可分文狮、武狮两种：文狮主要刻画狮子温驯的神态，有搔痒、舔毛、打滚、抖毛等动作；武狮则表现狮子勇猛的一面，有跳跃、跌扑、滚球等动作。,砖雕,首进东路北面墀头,砖雕狮子戏球,砖雕|狮子戏球|狮子|小狮|动物,相传雌雄二狮相戏，其绒毛结合成球，小狮子由球而生。在表演上可分文狮、武狮两种：文狮主要刻画狮子温驯的神态，有搔痒、舔毛、打滚、抖毛等动作；,重点识别狮子、小狮、动物等可见特征。
entity_JZ_ZD_017,小天使,图案雕刻的是西方宗教里的小天使形象，小天使活泼可爱。,砖雕,首进东路北面墀头,砖雕小天使,砖雕|小天使|动物,图案雕刻的是西方宗教里的小天使形象，小天使活泼可爱。,重点识别动物特征，并结合“小天使”题材与砖雕表现形式判断。
entity_JZ_ZD_018,梅雀迎春,图案由梅花、小鸟组成，预示大地春回，欣欣向荣。图中引用了唐朝齐己的《早梅》中的两句"前村深雪里，昨夜数枝开。"据《唐才子传》记载，齐己曾以这《早梅》一诗求教于郑谷，郑谷读后说"数枝"非"早"也，未若"一枝"佳。齐己深为佩服，便将"数枝"改为"一枝"，并称郑谷为"一字师"。,砖雕,首进东路北面墀头,砖雕梅雀迎春,砖雕|梅雀迎春|梅花|人物|动物|植物纹样,图案由梅花、小鸟组成，预示大地春回，欣欣向荣。图中引用了唐朝齐己的《早梅》中的两句"前村深雪里，昨夜数枝开。,重点识别梅花、动物、植物纹样等可见特征。
entity_JZ_ZD_019,杏林春燕,此图绘燕子飞于杏花之间。我国古代科举制度的殿试农历二月举行，及第者参加皇帝赐宴的庆典，当时正值杏花开放，故杏花被称为"及第花"。由燕与杏组图，因"燕"与"宴"同音双关，寓意科举高中，喜气洋洋。相传三国时吴国人董奉善医道，隐居山脚下，每天免费为人治病，只让治愈的病人在其房后山坡栽种杏树作为报酬，数年后杏树遍栽，郁然成林，后人便以"杏林"称颂医术精湛、医德高尚者。杏林中飞着双燕，以燕寓春，又蕴"妙手回春"之意。,砖雕,首进东路北面墀头,砖雕杏林春燕,砖雕|杏林春燕,该砖雕建筑装饰以“杏林春燕”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“杏林春燕”题材与砖雕表现形式进行识别。
entity_JZ_ZD_020,舌战群儒,取材于《三国演义》中"诸葛亮舌战群儒 鲁子敬力排众议"这一回。曹操大军压境，形势危急，诸葛亮奉刘备命前往联络孙权共同抗曹。图案下部中央一个手持羽毛扇的为诸葛亮，中部端坐的是孙权，东吴群臣环绕四周。诸葛亮以其超人的胆识和雄辩之才说服了孙权，结成抗操联盟。,砖雕,首进中路北面墀头,砖雕舌战群儒,砖雕|舌战群儒|诸葛亮|端坐|刘备|曹操,曹操大军压境，形势危急，诸葛亮奉刘备命前往联络孙权共同抗曹。图案下部中央一个手持羽毛扇的为诸葛亮，中部端坐的是孙权，东吴群臣环绕四周。,重点识别诸葛亮、端坐、刘备、曹操等可见特征。
entity_JZ_ZD_021,太师少师,狮子出自西域，因其在百兽中的王者地位，被视为权势、富贵的象征。民间以"狮"谐"师"，表达吉祥意愿。古代官制中，太师、太傅、太保为三公，少师、少傅、少保为三孤。太师、少师分别居三公、三孤之首，官位显赫，位极人臣。因此，人们常以大小狮子寓指"太师少师"。,砖雕,首进中路北面墀头,砖雕太师少师,砖雕|太师少师|狮子|小狮|动物,因此，人们常以大小狮子寓指"太师少师"。,重点识别狮子、小狮、动物等可见特征。
entity_JZ_ZD_022,竹鹤图,竹子青翠挺拔，每当露突降、百草枯零时，竹却能临霜而不凋，可谓四时长茂；竹竿节节攀升，有拔节发叶、蓬勃向上之势，所以人们赋予竹以性格坚贞、虚心向上的"君子"美誉。竹叶多生成"个"字形，被寓意多子、多福、多寿（三多）。鹤是古代传说中的仙禽，有"一品鸟"之称，还有"鹤寿千年"之说，被人们看作吉祥长寿、官位显贵的象征。由竹与鹤组图，因"竹"与"祝"、"鹤"与"贺"谐音，寓意广泛。,砖雕,首进西路北面墀头,竹鹤|砖雕竹鹤图,砖雕|竹鹤图|动物|植物纹样,该砖雕建筑装饰以“竹鹤图”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物、植物纹样等可见特征。
entity_JZ_ZD_023,英雄图,这是传统寓意纹样。"鹰"与"英"谐音，取雄狮之"雄"，以鹰、雄狮组成图案。英雄谓有胆、有识、有能的杰出人物。,砖雕,首进西路北面墀头,英雄|砖雕英雄图,砖雕|英雄图|雄狮|人物|动物,"""鹰""与""英""谐音，取雄狮之""雄""，以鹰、雄狮组成图案。",重点识别雄狮、动物等可见特征。
entity_JZ_ZD_024,老鼠葡萄,老鼠为十二生肖之首，其繁殖能力很强；葡萄果实累累。此图案寓意陈氏多子多孙、子孙满堂。,砖雕,首进西路北面墀头,砖雕老鼠葡萄,砖雕|老鼠葡萄|老鼠|葡萄|动物|植物纹样,此图案寓意陈氏多子多孙、子孙满堂。,重点识别老鼠、葡萄、动物、植物纹样等可见特征。
entity_JZ_ZD_025,暗八仙,暗八仙为道教图案，也是传统寓意纹样，是以八仙手中所持之物组成纹饰：汉钟离持扇、吕洞宾持剑、张果老持鱼鼓、曹国舅持玉版、铁拐李持葫芦、韩湘子持箫、蓝采和持花篮、何仙姑持荷花。它与"八仙"纹同样表示祝颂长寿之意。,砖雕,首进西路北面墀头、后进西路南面墀头（两处均有）,砖雕暗八仙,砖雕|暗八仙|吕洞宾|荷花|葫芦|八仙|剑|植物纹样,暗八仙为道教图案，也是传统寓意纹样，是以八仙手中所持之物组成纹饰：汉钟离持扇、吕洞宾持剑、张果老持鱼鼓、曹国舅持玉版、铁拐李持葫芦、韩湘子持箫、蓝采和持花篮、何仙姑持荷花。,重点识别吕洞宾、荷花、葫芦、八仙、剑等可见特征。
entity_JZ_ZD_026,福禄寿图,福禄寿三星，起源于远古的星辰自然崇拜。古人按照自己的意愿，赋予他们非凡的神性和独特的人格魅力。福星：古人认为岁星（木星）照临，能降福于民，于是有了福星的称呼。福有"五福"之说："一曰寿；二曰福；三曰康宁；四曰攸好德；五曰考终命。"禄星：在北斗星之上有六颗星，合起来称为文昌宫，其中的第六颗星就是禄星。《史记·天官书》说司禄即职司功名利禄的禄星。禄指俸禄，寓意高官厚禄。鹿与"禄"同音，故民间吉祥图案中常以鹿表达。,砖雕,首进西路北面墀头,福禄寿|砖雕福禄寿图,砖雕|福禄寿图|动物,鹿与"禄"同音，故民间吉祥图案中常以鹿表达。,重点识别动物特征，并结合“福禄寿图”题材与砖雕表现形式判断。
entity_JZ_ZD_027,拜相台,周文王姬昌亲自去磻溪水把姜子牙接到西歧，建起拜相台，隆重地拜姜子牙为相。文王死后，姜子牙继续辅佐武王，后武王发拜姜子牙为相父，起兵伐纣，一举灭商。图案中央端坐的是姜子牙，姜子牙之上刻有"相台"二字，四周为西歧文武官员。,砖雕,中进聚贤堂南面墀头,砖雕拜相台,砖雕|拜相台|端坐,图案中央端坐的是姜子牙，姜子牙之上刻有"相台"二字，四周为西歧文武官员。,重点识别端坐特征，并结合“拜相台”题材与砖雕表现形式判断。
